label,id,filepath,sentence
-1,piece25,midi/Final_Fantasy_7_OnThatDay5YearsAgo_576_640,"t_68 v_108 d_quarter_2 n_79 . . . . . . . . v_108 d_whole_0 n_74 . . . . . . . . . . . . . . . . . . . . . . . . v_108 d_quarter_2 n_52 v_108 d_quarter_2 n_55 v_108 d_quarter_2 n_59 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_71 . . v_108 d_16th_0 n_76 . v_108 d_16th_0 n_71 . v_108 d_16th_0 n_67 . . v_108 d_quarter_2 n_52 v_108 d_quarter_2 n_55 v_108 d_quarter_2 n_60 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_72 . . v_108 d_16th_0 n_76 . v_108 d_16th_0 n_72 . v_108 d_16th_0 n_67 . . v_108 d_quarter_2 n_52 v_108 d_quarter_2 n_55 v_108 d_quarter_2 n_59 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_71 . . v_108 d_16th_0 n_76 . v_108 d_16th_0 n_71 . v_108 d_16th_0 n_67 . . v_108 d_quarter_2 n_52 v_108 d_quarter_2 n_55 v_108 d_quarter_2 n_60 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_72 . . v_108 d_16th_0 n_76 . v_108 d_16th_0 n_72 . v_108 d_16th_0 n_67 . . 
"
1,piece54,midi/Final_Fantasy_7_ItsDifficultToStandOnBothFeetIsntIt_1072_1120,"t_91 v_108 d_eighth_1 n_50 v_108 d_quarter_2 n_65 v_108 d_quarter_2 n_72 . . . . v_108 d_eighth_1 n_45 . . . . v_108 d_eighth_1 n_52 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_69 . . . . v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_53 v_108 d_half_3 n_65 v_108 d_half_3 n_69 . . . . v_108 d_eighth_1 n_48 . . . . v_108 d_eighth_1 n_53 . . . . v_108 d_eighth_1 n_48 . . . . v_108 d_eighth_0 n_53 v_108 d_quarter_2 n_65 v_108 d_quarter_2 n_68 . . v_108 d_eighth_0 n_52 . . v_108 d_eighth_0 n_51 . . v_108 d_eighth_0 n_50 . . v_108 d_eighth_1 n_49 v_108 d_eighth_1 n_53 . . . . 
"
1,piece6,midi/Legend_Of_Zelda_The_Ocarina_Of_Time_GoronCity_128_192,"v_108 d_eighth_0 n_60 . . . . v_108 d_eighth_0 n_55 . . v_108 d_eighth_0 n_58 . . v_108 d_eighth_0 n_60 . . . . . . v_108 d_eighth_0 n_64 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_55 . . v_108 d_eighth_0 n_58 . . v_108 d_eighth_0 n_60 . . . . . . v_108 d_eighth_0 n_64 . . v_108 d_eighth_0 n_60 . . . . v_108 d_eighth_0 n_55 . . v_108 d_eighth_0 n_58 . . v_108 d_eighth_0 n_60 . . . . . . v_108 d_eighth_0 n_64 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_55 . . v_108 d_eighth_0 n_58 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_62 . . v_108 d_eighth_0 n_60 . . v_108 d_eighth_0 n_64 . . 
"
1,piece87,midi/Donkey_Kong_Country_2_HotHeadBop_704_768,"t_109 v_56 d_16th_0 n_26 v_68 d_whole_0 n_65 v_68 d_whole_0 n_69 v_80 d_quarter_0 n_76 . v_52 d_16th_0 n_26 . . . v_64 d_16th_0 n_72 . . v_52 d_16th_0 n_26 v_60 d_half_0 n_72 . v_52 d_16th_0 n_26 . . . . . . . . v_52 d_16th_0 n_26 . v_56 d_16th_0 n_26 . v_52 d_16th_0 n_26 . v_68 d_eighth_0 n_76 . . v_72 d_eighth_0 n_77 . v_52 d_16th_0 n_26 . v_52 d_16th_0 n_26 v_68 d_eighth_0 n_79 . v_52 d_16th_0 n_26 . v_72 d_eighth_0 n_79 . . v_64 d_eighth_0 n_26 . v_68 d_eighth_0 n_77 . v_64 d_eighth_0 n_27 . . v_64 d_eighth_0 n_28 v_68 d_eighth_0 n_76 . . v_68 d_whole_0 n_68 v_68 d_whole_0 n_74 . . . . . . . . . . . . . . . . v_56 d_16th_0 n_28 . v_52 d_16th_0 n_28 . v_68 d_eighth_0 n_74 . . v_72 d_eighth_0 n_74 . v_52 d_16th_0 n_28 . v_52 d_16th_0 n_28 v_68 d_eighth_0 n_76 . v_52 d_16th_0 n_28 . v_72 d_eighth_0 n_77 . . v_64 d_eighth_0 n_28 v_68 d_eighth_0 n_76 . . v_64 d_eighth_0 n_31 v_72 d_quarter_0 n_74 . . v_64 d_eighth_0 n_32 . . 
"
1,piece89,midi/Donkey_Kong_Country_2_SnakeyChantey_512_576,"t_119 v_96 d_16th_0 n_41 v_96 d_eighth_0 n_77 . v_96 d_16th_0 n_43 . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_72 . v_96 d_16th_0 n_73 . v_96 d_eighth_0 n_46 v_96 d_16th_0 n_74 . v_96 d_16th_0 n_77 . v_96 d_eighth_0 n_48 v_96 d_16th_0 n_80 . v_96 d_eighth_0 n_79 . v_96 d_eighth_0 n_48 . v_96 d_eighth_1 n_77 . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_46 . . v_96 d_quarter_0 n_41 . . . v_96 d_16th_0 n_73 . v_96 d_eighth_0 n_46 v_96 d_16th_0 n_72 . v_96 d_16th_0 n_73 . v_96 d_eighth_0 n_46 v_96 d_16th_0 n_74 . v_96 d_16th_0 n_77 . v_96 d_eighth_0 n_48 v_96 d_16th_0 n_80 . v_96 d_eighth_0 n_79 . v_96 d_eighth_0 n_48 . v_96 d_eighth_0 n_77 . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_43 . . v_96 d_eighth_0 n_45 . . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_74 . . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_77 . . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_74 . . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_77 . . v_96 d_eighth_0 n_46 v_96 d_eighth_0 n_74 . . v_96 d_eighth_0 n_46 v_96 d_16th_0 n_77 . v_96 d_eighth_0 n_80 . v_96 d_eighth_0 n_45 . v_96 d_16th_0 n_79 . v_96 d_eighth_0 n_43 v_96 d_16th_0 n_77 . v_96 d_eighth_1 n_72 . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_41 . . v_96 d_eighth_0 n_43 . . 
"
1,piece36,midi/Final_Fantasy_7_LifeStream_128_192,"t_80 . . . . . . . . . . . . . . . . v_108 d_whole_0 n_72 . . . . . . . . . . . . . . . . . . . . . . . . v_108 d_whole_0 n_59 v_108 d_whole_0 n_62 v_108 d_whole_0 n_67 . . . . v_108 d_eighth_1 n_83 . . . . v_108 d_eighth_1 n_84 . . . . v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_84 . . . . v_108 d_eighth_1 n_79 . . . . 
"
-1,piece93,midi/Final_Fantasy_7_TheNightmareBegins_320_384,"t_119 v_108 d_eighth_1 n_67 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_58 . . v_108 d_half_0 n_43 v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_58 . . v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_58 . . v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_58 . . v_108 d_half_0 n_49 v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_61 . v_108 d_16th_0 n_58 . . v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_61 . v_108 d_16th_0 n_58 . . v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_61 . v_108 d_16th_0 n_58 . . v_108 d_half_0 n_52 v_108 d_quarter_0 n_70 . v_108 d_16th_0 n_64 . v_108 d_16th_0 n_61 . . v_108 d_quarter_0 n_69 . v_108 d_16th_0 n_64 . v_108 d_16th_0 n_61 . . v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_64 . v_108 d_16th_0 n_61 . . v_108 d_whole_0 n_50 v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . v_108 d_quarter_0 n_65 . v_108 d_16th_0 n_62 . v_108 d_16th_0 n_57 . . 
"
1,piece40,midi/Legend_Of_Zelda_The_Ocarina_Of_Time_PreludeofLight_96_144,"t_119 v_100 d_whole_1 n_50 v_100 d_whole_1 n_54 v_100 d_whole_1 n_61 . . . . . . . . v_76 d_eighth_0 n_57 . . v_80 d_eighth_0 n_62 . . v_88 d_eighth_0 n_66 . . v_92 d_eighth_0 n_69 . . v_92 d_eighth_0 n_74 . . v_92 d_eighth_0 n_81 . . v_92 d_eighth_0 n_85 . . . v_92 d_16th_0 n_74 . v_92 d_16th_0 n_78 v_92 d_16th_0 n_81 . v_92 d_quarter_0 n_86 . . . . . . . . . . . . . . . . . . . . . . . 
"
1,piece1,midi/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_544_592,"t_119 v_52 d_eighth_0 n_36 v_64 d_half_0 n_58 v_64 d_half_0 n_62 v_64 d_half_0 n_67 . . v_48 d_eighth_0 n_36 . . v_48 d_eighth_0 n_36 . . v_48 d_eighth_0 n_36 . . v_52 d_eighth_0 n_36 v_64 d_half_0 n_60 v_64 d_half_0 n_63 v_64 d_half_0 n_69 t_119 . t_117 . v_48 d_eighth_0 n_36 t_117 . t_117 . v_48 d_eighth_0 n_36 t_117 . t_117 . v_48 d_eighth_0 n_36 t_116 . t_116 . v_52 d_eighth_0 n_36 v_64 d_half_0 n_62 v_64 d_half_0 n_65 v_64 d_half_0 n_70 t_119 . . v_48 d_eighth_0 n_36 . . v_48 d_eighth_0 n_36 . . v_48 d_eighth_0 n_36 . . v_52 d_eighth_0 n_36 v_64 d_half_0 n_63 v_64 d_half_0 n_67 v_64 d_half_0 n_71 t_119 . t_117 . v_48 d_eighth_0 n_36 t_117 . t_117 . v_48 d_eighth_0 n_36 t_117 . t_117 . v_48 d_eighth_0 n_36 t_116 . t_116 . v_56 d_eighth_0 n_41 v_64 d_half_0 n_60 v_64 d_half_0 n_63 v_64 d_half_0 n_68 t_119 . . v_52 d_eighth_0 n_41 . . v_52 d_eighth_0 n_41 . . v_52 d_eighth_0 n_41 . . v_52 d_eighth_0 n_41 v_64 d_half_0 n_62 v_64 d_half_0 n_65 v_64 d_half_0 n_70 . . v_52 d_eighth_0 n_41 . . v_52 d_eighth_0 n_41 . . v_52 d_eighth_0 n_41 . . 
"
-1,piece11,midi/Final_Fantasy_7_OppressedPeople_384_448,"t_135 v_108 d_quarter_2 n_58 v_108 d_breve_0 n_61 v_108 d_breve_0 n_70 . . . . . . . . v_108 d_quarter_2 n_65 . . . . . . . . v_108 d_half_0 n_63 . . . . . . . . . . . . v_108 d_eighth_1 n_60 . . . . v_108 d_eighth_1 n_61 . . . . v_108 d_eighth_1 n_63 . . . . v_108 d_eighth_1 n_61 . . . . v_108 d_eighth_1 n_60 . . . . . . . . v_108 d_quarter_2 n_58 . . . . . . . . v_108 d_eighth_1 n_56 . . . . 
"
-1,piece68,midi/Final_Fantasy_7_JudgementDay_192_256,"t_89 v_124 d_quarter_0 n_52 . . . . v_124 d_quarter_0 n_52 v_124 d_quarter_0 n_61 v_124 d_quarter_0 n_66 . . . . v_124 d_quarter_0 n_52 v_124 d_eighth_0 n_62 v_124 d_eighth_0 n_67 . . v_124 d_quarter_0 n_64 v_124 d_quarter_0 n_69 . . v_124 d_quarter_0 n_52 . . v_124 d_eighth_0 n_66 v_124 d_eighth_0 n_71 . . v_124 d_16th_0 n_47 v_124 d_quarter_0 n_64 v_124 d_quarter_0 n_73 . . . . v_124 d_16th_0 n_47 v_124 d_half_0 n_62 v_124 d_half_0 n_74 . . . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . v_124 d_16th_0 n_42 . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . v_124 d_16th_0 n_42 . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . . . v_124 d_16th_0 n_47 . . v_124 d_16th_0 n_42 . . 
"
-1,piece24,midi/Goldeneye_Caverns_896_960,"t_93 v_76 d_quarter_0 n_74 . . v_64 d_eighth_0 n_86 . . v_72 d_quarter_0 n_71 v_64 d_eighth_0 n_83 . . v_64 d_eighth_0 n_85 . . v_52 d_16th_0 n_66 v_72 d_quarter_0 n_73 t_93 . v_52 d_16th_0 n_71 t_93 . v_52 d_16th_0 n_74 t_93 . v_52 d_16th_0 n_71 t_91 . v_52 d_16th_0 n_66 v_72 d_quarter_0 n_69 t_91 . v_52 d_16th_0 n_71 t_91 . v_52 d_16th_0 n_74 t_91 . v_52 d_16th_0 n_73 t_89 . v_56 d_16th_0 n_66 v_76 d_quarter_0 n_71 v_76 d_quarter_0 n_74 . v_52 d_16th_0 n_71 t_93 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_72 d_quarter_0 n_66 v_72 d_quarter_0 n_71 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_66 v_72 d_quarter_0 n_69 v_72 d_quarter_0 n_73 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_68 d_quarter_0 n_55 v_68 d_quarter_0 n_62 v_52 d_16th_0 n_66 v_68 d_quarter_0 n_69 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_76 d_half_0 n_57 v_76 d_quarter_0 n_62 v_76 d_quarter_0 n_74 . . v_64 d_eighth_0 n_86 . . v_72 d_eighth_0 n_72 v_64 d_eighth_0 n_84 . . v_72 d_eighth_0 n_70 v_64 d_eighth_0 n_82 . . v_72 d_quarter_0 n_58 v_52 d_16th_0 n_67 v_72 d_whole_1 n_74 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_72 d_eighth_0 n_60 v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_72 d_whole_0 n_62 v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_56 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . 
"
1,piece95,midi/Shadow_of_the_Colossus_Memories_0_64,"v_56 d_eighth_0 n_55 v_68 d_half_0 n_71 t_52 . . v_52 d_eighth_0 n_59 . . v_52 d_eighth_0 n_62 . . v_52 d_eighth_0 n_59 . . v_52 d_eighth_0 n_54 v_64 d_quarter_0 n_71 . . v_52 d_eighth_0 n_59 . . v_52 d_eighth_0 n_62 v_64 d_quarter_0 n_74 . . v_52 d_eighth_0 n_59 . . v_68 d_16th_0 n_74 . v_64 d_eighth_0 n_52 v_64 d_half_0 n_67 . v_64 d_eighth_0 n_59 . . . v_64 d_eighth_0 n_62 . v_64 d_eighth_0 n_59 . . . v_64 d_eighth_0 n_50 . v_64 d_eighth_0 n_59 . . . v_64 d_eighth_0 n_60 . . . v_56 d_eighth_0 n_48 v_68 d_half_0 n_69 . . v_52 d_eighth_0 n_57 . . v_52 d_eighth_0 n_64 . . v_52 d_eighth_0 n_57 . . v_52 d_eighth_0 n_47 v_64 d_quarter_0 n_71 t_52 . t_52 . v_52 d_eighth_0 n_55 t_52 . t_52 . v_52 d_eighth_0 n_62 v_64 d_quarter_0 n_74 t_52 . t_52 . v_52 d_eighth_0 n_55 t_52 . t_52 . v_68 d_16th_0 n_74 t_52 . v_64 d_eighth_0 n_44 v_64 d_half_0 n_67 . v_64 d_eighth_0 n_53 . . . v_64 d_eighth_0 n_60 . v_64 d_eighth_0 n_55 . . . v_64 d_eighth_0 n_56 v_64 d_eighth_0 n_77 . v_64 d_eighth_0 n_75 . . . . v_64 d_eighth_0 n_72 . . 
"
1,piece62,midi/Final_Fantasy_7_WaltzdeChocobo_128_192,"t_168 v_108 d_eighth_0 n_72 . . v_108 d_eighth_0 n_70 . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_64 v_108 d_half_0 n_72 . . . . v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_63 . . . . v_108 d_eighth_1 n_58 v_108 d_eighth_1 n_62 . . . . v_108 d_eighth_1 n_57 v_108 d_quarter_2 n_76 . . . . v_108 d_quarter_2 n_61 v_108 d_quarter_2 n_64 . . . . v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_69 . . v_108 d_eighth_1 n_55 v_108 d_quarter_0 n_66 . . . . v_108 d_quarter_2 n_59 v_108 d_quarter_2 n_62 . . v_108 d_eighth_0 n_66 . . v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_71 . . v_108 d_eighth_1 n_57 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_74 . . v_108 d_quarter_2 n_61 v_108 d_quarter_2 n_64 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_74 . . v_108 d_eighth_1 n_55 v_108 d_half_0 n_73 . . . . v_108 d_quarter_2 n_59 v_108 d_quarter_2 n_62 . . . . . . . . 
"
1,piece65,midi/Super_Mario_World_Overworld_128_192,"t_132 v_100 d_eighth_0 n_45 v_124 d_16th_0 n_60 . . v_124 d_16th_0 n_65 . . v_100 d_eighth_0 n_44 v_124 d_16th_0 n_65 . . v_124 d_eighth_0 n_72 . . v_100 d_eighth_0 n_43 v_124 d_eighth_1 n_69 . . v_100 d_eighth_0 n_36 . v_124 d_quarter_0 n_67 . v_100 d_eighth_0 n_38 . . v_100 d_eighth_0 n_40 . v_124 d_16th_0 n_60 . v_100 d_eighth_0 n_41 v_124 d_quarter_0 n_69 . . . . v_100 d_eighth_0 n_45 v_124 d_eighth_1 n_65 . . . v_124 d_16th_0 n_60 . v_100 d_eighth_0 n_46 v_124 d_16th_0 n_62 . v_124 d_16th_0 n_65 . . v_124 d_quarter_0 n_65 . v_100 d_eighth_0 n_47 . . . v_124 d_16th_0 n_62 . v_100 d_eighth_0 n_48 v_124 d_16th_0 n_60 . . v_100 d_eighth_0 n_36 v_124 d_16th_0 n_65 . . v_100 d_eighth_0 n_40 v_124 d_16th_0 n_70 . v_124 d_16th_0 n_69 . v_100 d_eighth_0 n_43 v_124 d_16th_0 n_67 . v_124 d_half_0 n_65 . v_100 d_eighth_0 n_41 . . v_100 d_eighth_0 n_36 . . v_100 d_eighth_0 n_41 . . . . v_100 d_eighth_0 n_45 v_124 d_eighth_1 n_69 . . v_100 d_eighth_0 n_46 . v_124 d_eighth_1 n_65 . v_100 d_eighth_0 n_48 . . v_100 d_eighth_0 n_50 v_124 d_eighth_0 n_60 . . v_100 d_eighth_0 n_48 v_124 d_eighth_1 n_69 . . v_100 d_eighth_0 n_45 . v_124 d_quarter_0 n_65 . v_100 d_eighth_0 n_41 . . v_100 d_eighth_0 n_43 . . 
"
-1,piece80,midi/Final_Fantasy_7_AnxiousHeart_128_192,"t_70 . . . . . . . . . . . . . . . . v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 . . v_100 d_eighth_0 n_65 . . v_100 d_eighth_0 n_68 . . v_100 d_eighth_0 n_67 v_100 d_eighth_0 n_70 . . v_100 d_eighth_0 n_68 v_100 d_eighth_0 n_72 . . v_100 d_eighth_0 n_70 . . v_100 d_eighth_0 n_72 v_100 d_eighth_0 n_75 . . v_100 d_eighth_0 n_74 . . v_100 d_whole_0 n_50 v_100 d_whole_0 n_57 v_100 d_whole_0 n_62 v_100 d_quarter_1 n_69 v_100 d_quarter_1 n_77 . . . . . . v_100 d_quarter_0 n_74 . . . . v_100 d_quarter_0 n_69 . . . . v_100 d_eighth_0 n_65 . . v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 v_100 d_eighth_0 n_65 v_100 d_eighth_0 n_72 . . v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_80 . . v_100 d_eighth_0 n_79 v_100 d_eighth_0 n_82 . . v_100 d_eighth_0 n_80 v_100 d_eighth_0 n_84 . . v_100 d_eighth_0 n_82 . . v_100 d_eighth_0 n_84 v_100 d_eighth_0 n_87 . . v_100 d_eighth_0 n_86 . . 
"
-1,piece56,midi/Goldeneye_Statue_1152_1200,"t_119 v_96 d_eighth_0 n_57 v_96 d_eighth_0 n_69 v_96 d_whole_0 n_72 v_96 d_whole_0 n_76 v_96 d_whole_0 n_81 . . v_96 d_eighth_0 n_55 v_96 d_eighth_0 n_67 . . v_96 d_quarter_0 n_54 v_96 d_quarter_0 n_66 . . . . v_96 d_quarter_0 n_55 v_96 d_quarter_0 n_67 . . . . v_96 d_quarter_0 n_50 v_96 d_quarter_0 n_62 . . . . v_96 d_half_1 n_60 v_96 d_half_1 n_72 v_96 d_whole_0 n_76 v_96 d_whole_0 n_81 . . . . . . . . . . . . v_96 d_eighth_0 n_59 v_96 d_eighth_0 n_71 . . v_96 d_eighth_0 n_57 v_96 d_eighth_0 n_69 . . v_96 d_quarter_0 n_59 v_96 d_quarter_0 n_71 v_96 d_half_0 n_75 v_96 d_half_0 n_83 . . . . v_96 d_half_0 n_54 v_96 d_half_0 n_66 . . . . . . v_96 d_16th_0 n_75 v_96 d_16th_0 n_83 . v_96 d_16th_0 n_75 v_96 d_16th_0 n_83 . v_96 d_quarter_0 n_54 v_96 d_quarter_0 n_66 v_96 d_eighth_0 n_75 v_96 d_eighth_0 n_83 . . v_96 d_eighth_0 n_75 v_96 d_eighth_0 n_83 . . 
"
1,piece90,midi/Final_Fantasy_7_CincodeChocobo_880_928,"t_176 v_108 d_eighth_1 n_43 v_108 d_quarter_2 n_84 . . . . v_108 d_eighth_1 n_46 . . . . v_108 d_eighth_1 n_48 v_108 d_half_0 n_86 . . . . . . v_108 d_quarter_0 n_48 . . . . . . v_108 d_eighth_1 n_43 v_108 d_quarter_2 n_84 . . . . v_108 d_eighth_1 n_46 . . . . v_108 d_eighth_1 n_48 v_108 d_half_0 n_89 . . . . . . v_108 d_quarter_0 n_48 . . . . . . v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_88 . . . . v_108 d_eighth_1 n_46 v_108 d_eighth_1 n_87 . . . . 
"
1,piece94,midi/Final_Fantasy_7_RufussWelcomingCeremony_832_896,"t_123 v_108 d_eighth_1 n_54 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_69 . . . . v_108 d_eighth_1 n_54 v_108 d_eighth_1 n_69 . . . v_108 d_16th_0 n_53 v_108 d_16th_0 n_69 . v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_56 v_108 d_eighth_0 n_68 . . v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_66 . . v_108 d_eighth_0 n_59 v_108 d_eighth_0 n_68 . . v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_65 . . . . v_108 d_eighth_1 n_49 v_108 d_eighth_1 n_61 . . . v_108 d_16th_0 n_50 . v_108 d_eighth_0 n_49 . . v_108 d_eighth_0 n_47 . . v_108 d_eighth_0 n_45 . . v_108 d_eighth_0 n_44 . . v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_73 . . . . v_108 d_eighth_1 n_40 v_108 d_eighth_1 n_73 . . . v_108 d_16th_0 n_73 . v_108 d_eighth_0 n_37 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_40 v_108 d_eighth_0 n_71 . . v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_47 v_108 d_eighth_0 n_73 . . v_108 d_eighth_1 n_44 v_108 d_eighth_1 n_71 . . . . v_108 d_eighth_1 n_42 v_108 d_eighth_1 n_68 . . . . v_108 d_eighth_1 n_40 . . . . v_108 d_eighth_1 n_38 v_108 d_16th_0 n_64 . v_108 d_16th_0 n_68 . v_108 d_16th_0 n_71 . . 
"
-1,piece46,midi/Final_Fantasy_7_MarkoftheTraitor_640_688,"t_114 v_108 d_eighth_1 n_41 v_108 d_eighth_0 n_61 . . v_108 d_eighth_0 n_63 . . v_108 d_half_0 n_49 v_108 d_half_0 n_51 v_108 d_half_0 n_56 v_108 d_eighth_0 n_65 . . v_108 d_eighth_0 n_67 . . v_108 d_eighth_0 n_68 . . v_108 d_eighth_0 n_70 . . v_108 d_eighth_0 n_72 . . v_108 d_eighth_0 n_73 . . v_108 d_half_3 n_72 . . . . v_108 d_eighth_1 n_51 v_108 d_eighth_1 n_53 v_108 d_eighth_1 n_58 . . . . . . v_108 d_eighth_0 n_46 . . v_108 d_eighth_0 n_51 . . v_108 d_eighth_0 n_48 . . v_108 d_eighth_1 n_41 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_75 . . v_108 d_half_0 n_49 v_108 d_half_0 n_51 v_108 d_half_0 n_56 v_108 d_eighth_0 n_77 . . v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_80 . . v_108 d_eighth_0 n_82 . . v_108 d_eighth_0 n_84 . . v_108 d_eighth_0 n_85 . . 
"
